label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,d4,d18,d9,d12,d23,d1,d3,d17,d24,d13,d6,d15,d7,d26,d16,d20,d2,d10,d25,d14,d21,d5,d19,d22,d8,d11
1,-9999,1,-9999,3,3201,-9999,0,3,6,-9999,0,0,3,1137183.0,1959.0,2.0,8048783.0,2.0,31.0,4294951.0,6.0,85900.0,2739.0,9.0,3214.0,10028.0,123082.0,3931307.0,2.0,27.0,21414.0,89.0,2.0,4277583.0,109.0,275.0,0.0,24.0,3723.0
0,-9999,64,8,2,7331,31,17,11,39,-9999,2,0,6,1638196.0,4384.0,2.0,6869396.0,2.0,31.0,7034481.0,8.0,21187.0,3189.0,10.0,2009.0,11316.0,0.0,5175408.0,0.0,130.0,21414.0,0.0,2.0,2449234.0,43.0,0.0,0.0,24.0,3906.0
0,-9999,2,1,-9999,16413,51,1,11,78,-9999,1,-9999,-9999,267718.0,5114.0,2.0,5222431.0,4.0,31.0,8784646.0,0.0,89300.0,1449.0,0.0,14242.0,5968.0,90818.0,204363.0,2.0,70.0,92217.0,77.0,4.0,5965970.0,43.0,2031.0,0.0,24.0,3093.0
0,-9999,1,32,18,1173,-9999,0,43,18,-9999,0,-9999,18,1456950.0,2017.0,2.0,1464896.0,2.0,31.0,8268473.0,0.0,99632.0,2971.0,2.0,7451.0,9011.0,0.0,1035875.0,0.0,130.0,14069.0,0.0,2.0,1073174.0,287.0,0.0,0.0,24.0,4316.0
0,0,-1,16,30,2419,106,4,36,366,0,3,-9999,30,1474119.0,4396.0,2.0,5698281.0,4.0,134.0,4186078.0,6.0,100186.0,2604.0,23.0,2403.0,2959.0,95116.0,1673379.0,1.0,309.0,362.0,25.0,4.0,2531757.0,287.0,275.0,12.0,24.0,1411.0
0,-9999,9,1,1,7496,13,3,2,13,-9999,1,-9999,1,357366.0,854.0,2.0,3479589.0,8.0,31.0,6101570.0,0.0,200219.0,2021.0,10.0,13210.0,3711.0,0.0,3760247.0,0.0,155.0,16563.0,0.0,18.0,3142635.0,43.0,0.0,0.0,24.0,3407.0
0,5,180,7,9,10,8,5,9,9,1,1,-9999,4,357366.0,854.0,2.0,3479589.0,2.0,31.0,9110915.0,9.0,200219.0,1636.0,23.0,2667.0,8512.0,0.0,3760247.0,0.0,155.0,5390.0,0.0,18.0,3142635.0,61.0,0.0,14.0,24.0,912.0
1,1,1,17,1,1258,1,2,3,1,1,2,-9999,1,1962316.0,4205.0,2.0,3139450.0,2.0,629.0,6806118.0,0.0,79493.0,283.0,23.0,12172.0,10594.0,61295.0,5261256.0,2.0,210.0,84671.0,65.0,4.0,2694374.0,43.0,308.0,0.0,80.0,4868.0
0,1,0,74,38,30,38,1,39,38,1,1,-9999,38,560292.0,3822.0,2.0,3203517.0,3.0,31.0,4409722.0,9.0,75550.0,134.0,10.0,5019.0,8534.0,64076.0,4291837.0,3.0,553.0,56066.0,92.0,4.0,2666301.0,43.0,275.0,0.0,26.0,1306.0
0,-9999,8,-9999,-9999,5780,-9999,0,0,1,-9999,0,-9999,-9999,2023063.0,2454.0,2.0,4864190.0,2.0,820.0,8243044.0,5.0,16179.0,1096.0,21.0,2546.0,6515.0,0.0,3046719.0,0.0,187.0,21414.0,0.0,2.0,395239.0,43.0,0.0,12.0,610.0,4775.0
0,-9999,0,1,-9999,9908,-9999,0,0,0,-9999,0,-9999,-9999,1802350.0,1001.0,2.0,5193476.0,3.0,31.0,4748509.0,1.0,195303.0,3112.0,23.0,591.0,6051.0,0.0,1062256.0,0.0,28.0,84710.0,0.0,20.0,6160537.0,43.0,0.0,0.0,130.0,879.0
0,-9999,1228,10,6,3818,1295,2,36,39,-9999,1,1,6,1340993.0,4434.0,2.0,6681564.0,2.0,31.0,5437457.0,4.0,237709.0,2238.0,0.0,10718.0,2115.0,0.0,2641083.0,0.0,130.0,1464.0,0.0,12.0,1818580.0,109.0,0.0,0.0,24.0,697.0
0,-9999,26,2,1,519543,-9999,0,1,1,-9999,0,-9999,1,1576814.0,1211.0,0.0,7739145.0,10.0,629.0,4974660.0,8.0,242884.0,2090.0,23.0,9917.0,6611.0,60101.0,114990.0,3.0,428.0,41549.0,1.0,18.0,6129315.0,92.0,275.0,9.0,228.0,3758.0
1,4,13,1,11,30,10,4,12,11,1,1,-9999,10,1054034.0,3270.0,2.0,1450137.0,2.0,629.0,821445.0,8.0,178125.0,519.0,10.0,8682.0,2965.0,92954.0,471476.0,1.0,74.0,56014.0,1.0,2.0,4686497.0,43.0,275.0,14.0,228.0,5341.0
0,-9999,8,75,4,-9999,-9999,0,7,58,-9999,0,-9999,6,1720010.0,684.0,0.0,3735805.0,2.0,31.0,9957832.0,2.0,71047.0,1698.0,21.0,9870.0,10570.0,40927.0,1674214.0,3.0,339.0,21414.0,1.0,2.0,581186.0,43.0,1267.0,12.0,24.0,2447.0
0,1,24,9,10,1440,110,8,44,60,0,3,0,10,1370773.0,4165.0,2.0,2935864.0,3.0,1011.0,165606.0,6.0,161785.0,1976.0,23.0,8969.0,5053.0,46954.0,2881891.0,2.0,185.0,91658.0,1.0,18.0,2283038.0,109.0,275.0,0.0,80.0,4897.0
0,-9999,153,-9999,1,11563,-9999,0,6,58,-9999,0,-9999,1,1358737.0,3881.0,2.0,3394033.0,3.0,31.0,3175677.0,9.0,107537.0,1839.0,23.0,6368.0,11472.0,0.0,4104788.0,0.0,198.0,21414.0,0.0,2.0,6173530.0,43.0,0.0,0.0,228.0,74.0
0,-9999,0,18,6,56,24,7,6,10,-9999,2,0,6,1605443.0,2743.0,2.0,4399869.0,10.0,31.0,4987745.0,4.0,223960.0,3026.0,21.0,1376.0,6803.0,48354.0,2369718.0,2.0,185.0,17536.0,1.0,4.0,1860215.0,69.0,1378.0,0.0,24.0,1875.0
1,6,2,-9999,3,181,3,6,26,27,2,2,-9999,3,2023063.0,67.0,2.0,4864190.0,2.0,629.0,8243044.0,9.0,16179.0,1519.0,21.0,6049.0,12434.0,0.0,3046719.0,0.0,187.0,34264.0,0.0,2.0,395239.0,43.0,0.0,0.0,24.0,2305.0
0,0,-1,58,5,5412,368,14,4,114,0,1,0,5,548056.0,2970.0,2.0,2868566.0,2.0,31.0,2666.0,9.0,178693.0,2600.0,2.0,907.0,10952.0,76643.0,5420799.0,2.0,91.0,41315.0,89.0,2.0,6007203.0,43.0,471.0,0.0,202.0,4105.0
1,12,187,2,1,5,1,15,2,1,1,2,-9999,1,1802350.0,4515.0,2.0,7335300.0,3.0,549.0,6969020.0,9.0,195303.0,762.0,10.0,1089.0,11078.0,0.0,384327.0,0.0,243.0,50633.0,0.0,18.0,3186461.0,43.0,0.0,0.0,80.0,541.0
1,9,1,1,6,4,6,9,6,6,1,1,1,6,2105737.0,3428.0,2.0,2266582.0,2.0,31.0,7228607.0,4.0,250566.0,411.0,10.0,8328.0,3639.0,0.0,847270.0,0.0,130.0,11096.0,0.0,2.0,6089683.0,43.0,0.0,12.0,24.0,2980.0
0,0,1,-9999,-9999,15474,204,3574,0,98,0,2,-9999,-9999,2023063.0,67.0,2.0,4864190.0,13.0,629.0,8243044.0,9.0,16179.0,1986.0,10.0,6049.0,11753.0,0.0,3046719.0,0.0,187.0,20053.0,0.0,2.0,395239.0,43.0,0.0,12.0,24.0,2912.0
0,-9999,4,1,1,934,-9999,0,1,1,-9999,0,-9999,1,165965.0,2206.0,2.0,8257165.0,3.0,564.0,8379604.0,8.0,77501.0,2220.0,10.0,593.0,3270.0,111644.0,4316292.0,3.0,441.0,45481.0,1.0,2.0,383996.0,92.0,712.0,0.0,24.0,1062.0
1,-9999,0,1,-9999,2481,1,5,0,1,-9999,1,-9999,-9999,1518466.0,4499.0,2.0,2417191.0,13.0,539.0,2752258.0,9.0,23975.0,246.0,10.0,11940.0,7987.0,16303.0,811464.0,1.0,59.0,8982.0,77.0,2.0,84733.0,92.0,275.0,0.0,80.0,1205.0
1,-9999,40,1,6,10074,97,2,15,55,-9999,2,-9999,7,1118011.0,5600.0,2.0,1079730.0,12.0,31.0,4255442.0,0.0,159611.0,1458.0,21.0,14181.0,633.0,0.0,3969109.0,0.0,524.0,68245.0,0.0,17.0,3899492.0,43.0,0.0,0.0,24.0,776.0
0,-9999,53,1,1,47966,137,0,3,28,-9999,0,-9999,1,1239334.0,2126.0,0.0,5220152.0,3.0,820.0,4804291.0,9.0,246638.0,1052.0,10.0,2093.0,9743.0,0.0,3847375.0,0.0,498.0,1902.0,0.0,18.0,5935930.0,43.0,0.0,0.0,24.0,1680.0
1,3,2,4,24,0,3,10,36,59,2,6,6,2,808512.0,2436.0,2.0,1181629.0,14.0,31.0,7042778.0,6.0,248997.0,1259.0,23.0,14471.0,3494.0,0.0,5224103.0,0.0,12.0,21414.0,0.0,2.0,2175138.0,43.0,0.0,0.0,80.0,3712.0
1,2,0,1,-9999,650,13,11,12,45,1,2,-9999,-9999,1802350.0,1398.0,2.0,5193476.0,3.0,629.0,4748509.0,9.0,195303.0,134.0,10.0,5488.0,8534.0,0.0,1062256.0,0.0,286.0,56066.0,0.0,4.0,6160537.0,43.0,0.0,0.0,202.0,1306.0
0,-9999,2,11,3,8769,27,2,3,19,-9999,1,-9999,3,618817.0,4092.0,2.0,5880909.0,3.0,31.0,533986.0,6.0,71047.0,1286.0,21.0,9620.0,7809.0,40927.0,138828.0,3.0,305.0,21414.0,2.0,18.0,4168610.0,109.0,1213.0,0.0,80.0,1881.0
0,0,0,76,11,1514,47,1,16,16,0,1,-9999,11,1769818.0,2970.0,2.0,1834730.0,13.0,629.0,8536922.0,0.0,71047.0,232.0,21.0,907.0,546.0,40927.0,3688970.0,2.0,91.0,41122.0,92.0,2.0,2674007.0,43.0,275.0,0.0,24.0,2695.0
0,3,3,22,22,25,60,3,15,43,2,2,-9999,18,371346.0,707.0,2.0,992029.0,2.0,629.0,4883455.0,9.0,89461.0,36.0,2.0,701.0,4685.0,0.0,3504070.0,0.0,432.0,65776.0,0.0,18.0,3861713.0,43.0,0.0,0.0,24.0,3120.0
1,4,45,14,30,1,0,16,45,105,1,5,-9999,0,357366.0,854.0,2.0,3479589.0,2.0,31.0,2588955.0,9.0,200219.0,735.0,10.0,2667.0,11729.0,0.0,3760247.0,0.0,155.0,8253.0,0.0,18.0,3142635.0,43.0,0.0,0.0,228.0,1878.0
0,-9999,1,3,2,4010,15,1,3,13,-9999,1,-9999,2,438378.0,5548.0,2.0,3193042.0,2.0,820.0,4255965.0,8.0,78539.0,2482.0,9.0,10784.0,7200.0,0.0,3327296.0,0.0,490.0,91017.0,0.0,2.0,895963.0,43.0,0.0,0.0,24.0,314.0
1,6,0,1,4,4,0,8,5,4,1,2,-9999,0,1012221.0,932.0,2.0,5425661.0,2.0,31.0,4485983.0,9.0,99216.0,1674.0,0.0,9778.0,4144.0,0.0,3398995.0,0.0,465.0,2238.0,0.0,9.0,2069960.0,43.0,0.0,0.0,130.0,5550.0
1,-9999,97,22,7,1,-9999,0,8,15,-9999,0,-9999,0,566384.0,4694.0,2.0,1164395.0,4.0,629.0,7256599.0,1.0,162367.0,168.0,23.0,1093.0,2117.0,11021.0,859040.0,1.0,443.0,82359.0,1.0,2.0,2035312.0,43.0,275.0,0.0,228.0,3775.0
0,4,0,19,3,10,9,11,3,18,1,3,-9999,3,1953284.0,2657.0,2.0,4239310.0,4.0,629.0,7791533.0,9.0,138469.0,2911.0,23.0,4593.0,9659.0,99667.0,676450.0,2.0,341.0,3879.0,15.0,2.0,2129117.0,109.0,275.0,9.0,24.0,4196.0
1,-9999,54,-9999,-9999,43308,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1977493.0,2696.0,2.0,931003.0,2.0,31.0,2320902.0,9.0,120544.0,3048.0,23.0,10078.0,7616.0,0.0,5186581.0,0.0,321.0,21574.0,0.0,18.0,4804018.0,43.0,0.0,0.0,26.0,4586.0
1,-9999,22,3,6,444,-9999,0,33,33,-9999,0,-9999,6,1909449.0,5522.0,2.0,4068675.0,2.0,31.0,2825856.0,1.0,87596.0,900.0,0.0,11595.0,2822.0,3543.0,4413531.0,3.0,74.0,89975.0,1.0,18.0,778909.0,43.0,275.0,0.0,80.0,2857.0
1,1,1,46,8,20,5,2,8,16,1,2,-9999,5,2006541.0,1219.0,2.0,4695406.0,2.0,983.0,2152214.0,0.0,44302.0,2233.0,10.0,684.0,4060.0,64451.0,3689701.0,2.0,74.0,21414.0,1.0,2.0,5027512.0,43.0,275.0,12.0,24.0,2610.0
1,20,2,9,18,1,6,26,24,202,1,3,-9999,6,808512.0,2436.0,2.0,1181629.0,5.0,31.0,7042778.0,9.0,248997.0,1479.0,23.0,14471.0,7042.0,0.0,5224103.0,0.0,12.0,48141.0,0.0,2.0,2175138.0,43.0,0.0,0.0,228.0,1445.0
0,1,1,10,-9999,1447,15,2,0,0,0,1,-9999,-9999,1376771.0,599.0,2.0,5142156.0,4.0,31.0,7776991.0,0.0,159048.0,2917.0,2.0,8680.0,3448.0,0.0,1764395.0,0.0,330.0,86647.0,0.0,9.0,6586700.0,211.0,0.0,0.0,610.0,854.0
0,-9999,-1,12,2,41273,-9999,-9999,26,-9999,-9999,-9999,0,2,2189291.0,1959.0,2.0,5691568.0,2.0,629.0,425374.0,4.0,26164.0,569.0,0.0,4836.0,2882.0,78262.0,4723371.0,3.0,27.0,16080.0,89.0,18.0,6850841.0,43.0,1883.0,0.0,80.0,4302.0
0,1,1,3,4,198,17,10,42,54,1,6,0,4,1214115.0,1861.0,2.0,5208626.0,10.0,820.0,4316684.0,6.0,176296.0,1040.0,10.0,6169.0,9050.0,112329.0,3525620.0,3.0,241.0,23.0,25.0,4.0,3314794.0,43.0,275.0,14.0,80.0,2438.0
0,-9999,1,11,7,13075,84,4,8,69,-9999,1,0,7,560292.0,3822.0,2.0,3203517.0,2.0,539.0,4409722.0,9.0,75550.0,1868.0,23.0,5019.0,8526.0,64076.0,4291837.0,1.0,553.0,64415.0,92.0,4.0,2666301.0,91.0,275.0,12.0,8.0,3316.0
0,-9999,31,2,2,30176,748,1,10,210,-9999,1,-9999,2,434036.0,2514.0,2.0,6596017.0,4.0,31.0,7100127.0,8.0,189412.0,701.0,10.0,6586.0,3608.0,0.0,4450511.0,0.0,503.0,1528.0,0.0,2.0,3197040.0,43.0,0.0,0.0,277.0,5644.0
0,0,3,11,1,1375,11,31,9,11,0,6,-9999,1,1267549.0,1978.0,2.0,3725565.0,2.0,1387.0,4295977.0,9.0,71047.0,1156.0,23.0,2233.0,1420.0,40927.0,2060014.0,2.0,306.0,65755.0,95.0,18.0,2565421.0,43.0,761.0,0.0,24.0,2614.0
0,0,0,27,4,7128,270,9,26,147,0,6,-9999,4,1151827.0,9.0,2.0,1717162.0,14.0,31.0,7367505.0,9.0,26164.0,2926.0,10.0,883.0,11187.0,85373.0,4655723.0,3.0,292.0,22939.0,21.0,4.0,3717445.0,43.0,275.0,0.0,24.0,5012.0
0,0,29,29,-9999,2803,62,3,1,27,0,2,-9999,-9999,1686957.0,3427.0,2.0,4605681.0,13.0,820.0,7107934.0,0.0,178125.0,2254.0,23.0,4976.0,4799.0,121381.0,337643.0,1.0,185.0,79947.0,1.0,12.0,2397184.0,43.0,380.0,0.0,130.0,796.0
0,0,1,19,1,15786,741,2,1,175,0,1,-9999,1,1665960.0,782.0,2.0,7299035.0,3.0,983.0,8241255.0,9.0,65598.0,1902.0,21.0,2963.0,1347.0,0.0,2827960.0,0.0,216.0,29542.0,0.0,4.0,2259.0,109.0,0.0,0.0,80.0,2730.0
1,3,-1,-9999,-9999,1524,14,77,5,197,0,10,3,-9999,912815.0,5055.0,2.0,5862690.0,4.0,31.0,2546794.0,6.0,200219.0,496.0,10.0,5157.0,762.0,0.0,5305344.0,0.0,130.0,59100.0,0.0,2.0,6713292.0,113.0,0.0,0.0,24.0,1251.0
0,2,170,-9999,14,1327,35,5,18,18,0,1,-9999,16,134261.0,3422.0,2.0,3290761.0,2.0,31.0,364703.0,9.0,160406.0,1016.0,23.0,7870.0,238.0,0.0,2298127.0,0.0,389.0,89812.0,0.0,2.0,2909612.0,43.0,0.0,0.0,24.0,637.0
0,1,0,2,4,0,0,3,7,43,1,3,-9999,0,1234025.0,4788.0,2.0,3791682.0,2.0,629.0,3333017.0,9.0,5489.0,955.0,10.0,4658.0,2271.0,83905.0,2902145.0,3.0,265.0,18323.0,92.0,18.0,5974274.0,109.0,275.0,0.0,24.0,386.0
0,2,-1,-9999,-9999,705,0,2,0,0,1,1,-9999,-9999,1101466.0,2743.0,2.0,598503.0,2.0,31.0,232722.0,0.0,71047.0,675.0,9.0,8074.0,5538.0,40927.0,5071383.0,2.0,185.0,36106.0,1.0,18.0,5591069.0,109.0,275.0,0.0,24.0,5107.0
0,0,33,13,-9999,5827,144,4,0,143,0,2,-9999,-9999,1422209.0,4092.0,2.0,5738460.0,2.0,31.0,2178565.0,9.0,236744.0,2584.0,10.0,2611.0,11036.0,76195.0,506321.0,2.0,305.0,71837.0,2.0,2.0,2366042.0,43.0,2171.0,14.0,24.0,861.0
0,0,1,60,9,35281,703,0,13,36,0,0,-9999,9,469986.0,211.0,2.0,1692133.0,2.0,539.0,2474966.0,1.0,135277.0,2964.0,23.0,14042.0,4044.0,0.0,3840628.0,0.0,567.0,91621.0,0.0,2.0,6234093.0,43.0,0.0,0.0,228.0,4269.0
0,-9999,33,2,-9999,80773,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,1124799.0,2288.0,0.0,3704436.0,3.0,31.0,8593401.0,0.0,278701.0,1511.0,10.0,2754.0,6785.0,0.0,342888.0,0.0,23.0,30474.0,0.0,18.0,1212660.0,43.0,0.0,14.0,24.0,5475.0
1,7,1,21,21,41,21,7,21,21,2,2,-9999,21,1105991.0,5186.0,2.0,5322822.0,2.0,629.0,7423886.0,9.0,34400.0,1323.0,0.0,3358.0,5560.0,0.0,3971779.0,0.0,130.0,87459.0,0.0,9.0,5212039.0,43.0,0.0,0.0,24.0,4639.0
1,2,0,89,15,1,6,3,26,32,1,2,-9999,6,1577307.0,2657.0,2.0,1077924.0,2.0,629.0,4364858.0,0.0,100392.0,3109.0,10.0,5006.0,6247.0,6745.0,5291563.0,2.0,341.0,20461.0,15.0,4.0,1741448.0,92.0,1140.0,0.0,228.0,4256.0
0,1,26,36,22,251,25,1,49,67,1,1,-9999,22,1370773.0,4165.0,2.0,1686044.0,2.0,820.0,4377683.0,9.0,161785.0,341.0,23.0,8969.0,10223.0,46954.0,2881891.0,3.0,185.0,54486.0,1.0,18.0,6682344.0,43.0,45.0,0.0,24.0,2834.0
0,-9999,2,24,5,1059,317,17,23,287,-9999,7,-9999,5,968647.0,4205.0,2.0,5813804.0,2.0,539.0,8550810.0,9.0,122225.0,762.0,10.0,12661.0,6322.0,113074.0,471954.0,2.0,210.0,41592.0,65.0,0.0,3305216.0,43.0,236.0,0.0,24.0,541.0
0,-9999,-1,-9999,-9999,6199,0,17,0,6,-9999,1,0,-9999,2042025.0,2032.0,2.0,2924809.0,2.0,629.0,9890758.0,4.0,212822.0,1359.0,10.0,9845.0,1320.0,0.0,2976307.0,0.0,579.0,53233.0,0.0,4.0,3604230.0,109.0,0.0,0.0,24.0,3931.0
1,-9999,406,-9999,0,37,118,7,4,127,-9999,3,-9999,0,1426419.0,1473.0,2.0,4307224.0,2.0,820.0,3765102.0,9.0,147862.0,1175.0,23.0,5097.0,8082.0,112249.0,4730575.0,2.0,537.0,21414.0,1.0,18.0,1546500.0,43.0,499.0,12.0,228.0,3999.0
0,-9999,0,-9999,1,14372,138,2,3,89,-9999,1,0,1,2143590.0,3142.0,2.0,5342368.0,2.0,31.0,9485470.0,4.0,200219.0,3011.0,21.0,9906.0,6407.0,0.0,35555.0,0.0,414.0,75609.0,0.0,2.0,929197.0,43.0,0.0,0.0,228.0,4835.0
0,5,90,62,15,1179,25,5,13,15,1,1,-9999,15,1191972.0,2743.0,2.0,3284311.0,2.0,31.0,2627117.0,0.0,94965.0,900.0,0.0,12972.0,7600.0,51627.0,1592989.0,2.0,185.0,25129.0,1.0,20.0,871534.0,69.0,275.0,0.0,80.0,2857.0
0,0,34,-9999,-9999,10725,325,1,8,78,0,1,-9999,-9999,1643393.0,932.0,2.0,6230660.0,5.0,31.0,192788.0,3.0,99216.0,2033.0,21.0,12368.0,4818.0,0.0,2902424.0,0.0,465.0,43778.0,0.0,2.0,4825048.0,43.0,0.0,0.0,228.0,4123.0
1,3,3337,-9999,1,695,2,3,5,5,1,1,0,2,1520089.0,1959.0,2.0,5909192.0,3.0,629.0,3960168.0,9.0,71047.0,1295.0,10.0,3214.0,4868.0,40927.0,554745.0,2.0,27.0,11963.0,89.0,2.0,5368671.0,109.0,1633.0,14.0,24.0,1084.0
1,-9999,105,-9999,1,7542,-9999,0,14,1,-9999,0,-9999,1,541602.0,104.0,2.0,4956695.0,2.0,31.0,1634832.0,9.0,86978.0,1065.0,10.0,13908.0,11669.0,0.0,4200535.0,0.0,130.0,21414.0,0.0,2.0,6270612.0,109.0,0.0,14.0,24.0,3691.0
0,2,0,9,4,910,53,2,21,57,1,1,0,21,878860.0,2237.0,2.0,7379673.0,3.0,1066.0,4976070.0,0.0,4797.0,2017.0,10.0,6752.0,9917.0,0.0,5426288.0,0.0,87.0,21414.0,0.0,2.0,1724404.0,92.0,0.0,0.0,24.0,4010.0
0,1,1,15,25,365,35,1,34,33,1,1,-9999,25,1255308.0,1795.0,2.0,4797590.0,13.0,31.0,5473108.0,8.0,130652.0,2237.0,23.0,6209.0,8368.0,1728.0,45021.0,1.0,91.0,17562.0,92.0,2.0,5800506.0,43.0,712.0,0.0,24.0,3959.0
0,-9999,7,3,-9999,119789,411,0,0,11,-9999,0,-9999,-9999,1419021.0,5114.0,0.0,8148698.0,3.0,31.0,8011101.0,9.0,71047.0,2718.0,10.0,14130.0,5518.0,40927.0,2963850.0,3.0,70.0,18018.0,77.0,1.0,921709.0,43.0,1795.0,0.0,491.0,343.0
0,2,1,-9999,8,149,33,7,17,63,1,3,-9999,11,1114439.0,101.0,2.0,44443.0,13.0,134.0,3054278.0,9.0,1472.0,2105.0,23.0,11493.0,7457.0,0.0,2429157.0,0.0,252.0,76913.0,0.0,2.0,4419498.0,43.0,0.0,0.0,24.0,5436.0
0,-9999,1,9,8,10474,23,2,8,23,-9999,1,-9999,8,2041197.0,2970.0,2.0,5287078.0,2.0,31.0,3071373.0,0.0,226369.0,669.0,0.0,907.0,10155.0,91943.0,2966512.0,2.0,91.0,22919.0,92.0,2.0,2394218.0,109.0,1857.0,0.0,228.0,1185.0
0,-9999,0,31,14,10195,54,1,13,41,-9999,1,1,14,398735.0,1959.0,2.0,934482.0,2.0,31.0,198744.0,3.0,134250.0,1640.0,2.0,3214.0,35.0,84015.0,1462450.0,2.0,27.0,21414.0,89.0,2.0,5405808.0,109.0,406.0,0.0,24.0,1861.0
0,71,56,3,2,7,2,77,16,20,1,2,-9999,2,1946302.0,4431.0,2.0,6195262.0,2.0,31.0,8728912.0,9.0,199780.0,616.0,10.0,1461.0,670.0,82321.0,277377.0,2.0,499.0,14825.0,1.0,2.0,6961192.0,43.0,45.0,0.0,126.0,3478.0
1,-9999,0,-9999,0,25824,-9999,0,2,1,-9999,0,-9999,2,1849453.0,2562.0,2.0,5347327.0,12.0,31.0,3235107.0,9.0,161352.0,1522.0,6.0,6952.0,664.0,0.0,1103559.0,0.0,352.0,73363.0,0.0,17.0,3700731.0,43.0,0.0,0.0,24.0,576.0
0,0,0,4,3,2796,95,29,39,554,0,7,-9999,3,214520.0,3346.0,2.0,867902.0,4.0,1066.0,150575.0,9.0,52615.0,1870.0,6.0,6969.0,8469.0,84977.0,4126077.0,1.0,151.0,70498.0,95.0,4.0,4863707.0,209.0,275.0,12.0,414.0,3866.0
0,-9999,19,22,21,1644,25,246,25,61,-9999,13,0,21,1177947.0,4717.0,2.0,3142137.0,2.0,539.0,5816557.0,6.0,249505.0,1698.0,9.0,4415.0,10281.0,108464.0,3038560.0,3.0,394.0,46428.0,1.0,2.0,3719578.0,109.0,275.0,0.0,24.0,4386.0
0,-9999,-1,16,14,43,-9999,0,14,14,-9999,0,-9999,14,560292.0,3822.0,2.0,3203517.0,11.0,31.0,4409722.0,5.0,75550.0,1972.0,21.0,5019.0,9495.0,64076.0,4291837.0,3.0,553.0,21414.0,92.0,4.0,2666301.0,43.0,275.0,0.0,80.0,1926.0
0,-9999,2,36,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,1260799.0,2204.0,2.0,7500420.0,11.0,629.0,326056.0,2.0,199400.0,2072.0,21.0,13504.0,9218.0,0.0,1390917.0,0.0,130.0,21414.0,0.0,4.0,4617444.0,43.0,0.0,0.0,24.0,4185.0
1,0,165,27,10,4403,299,1,13,140,0,1,-9999,10,1827782.0,2237.0,2.0,6509235.0,4.0,629.0,2604865.0,9.0,4797.0,1160.0,10.0,1262.0,5258.0,0.0,2335146.0,0.0,87.0,66313.0,0.0,4.0,405307.0,109.0,0.0,12.0,412.0,686.0
0,-9999,-1,6,13,34499,149,0,5,144,-9999,0,-9999,13,1701272.0,4092.0,2.0,4415097.0,2.0,31.0,1708852.0,8.0,71047.0,3161.0,10.0,9620.0,11437.0,36977.0,1794654.0,2.0,305.0,21414.0,2.0,18.0,191528.0,43.0,121.0,0.0,24.0,2432.0
0,-9999,7,48,12,2799,-9999,0,22,23,-9999,0,-9999,12,1681563.0,394.0,2.0,7021202.0,3.0,983.0,9263945.0,0.0,26164.0,2791.0,0.0,583.0,4363.0,22737.0,13416.0,2.0,292.0,21414.0,89.0,4.0,5942022.0,43.0,275.0,0.0,228.0,2523.0
0,0,0,4,5,2874,36,22,38,77,0,5,0,5,831525.0,5099.0,2.0,3236139.0,4.0,31.0,3592938.0,4.0,71047.0,1229.0,23.0,1292.0,11443.0,40927.0,3706581.0,2.0,278.0,57835.0,43.0,2.0,773416.0,43.0,275.0,12.0,228.0,5283.0
1,6,255,-9999,0,4,0,10,1,9,1,5,-9999,0,1300410.0,2389.0,2.0,7602213.0,3.0,31.0,734955.0,9.0,65780.0,2855.0,10.0,7718.0,5620.0,26683.0,3597745.0,1.0,55.0,21414.0,2.0,2.0,2362272.0,43.0,275.0,0.0,130.0,2354.0
0,1,3,3,-9999,861,23,1,23,23,1,1,-9999,-9999,134261.0,3350.0,2.0,4576964.0,2.0,31.0,8625315.0,8.0,160406.0,1902.0,21.0,14199.0,11485.0,135644.0,2298127.0,3.0,74.0,71180.0,1.0,20.0,3937171.0,43.0,275.0,0.0,24.0,2730.0
0,-9999,404,1,1,6557,-9999,0,13,97,-9999,0,-9999,1,0.0,1741.0,2.0,0.0,2.0,629.0,0.0,1.0,0.0,1435.0,0.0,2229.0,10027.0,0.0,0.0,0.0,78.0,26008.0,0.0,2.0,0.0,43.0,0.0,0.0,24.0,1232.0
0,-9999,-1,-9999,-9999,43292,-9999,0,2,1,-9999,0,-9999,-9999,297039.0,2405.0,2.0,2022498.0,11.0,31.0,2269017.0,5.0,17957.0,2714.0,10.0,8169.0,4576.0,0.0,2420315.0,0.0,320.0,21414.0,0.0,18.0,5009176.0,43.0,0.0,0.0,130.0,5037.0
0,1,1,-9999,8,2,7,8,35,534,1,4,-9999,7,2143590.0,4998.0,2.0,3348632.0,14.0,31.0,1943216.0,9.0,200219.0,232.0,21.0,11621.0,4973.0,0.0,35555.0,0.0,414.0,41122.0,0.0,4.0,929197.0,43.0,0.0,14.0,228.0,2695.0
0,0,4,25,16,7068,838,4,46,344,0,1,1,27,1513766.0,2288.0,2.0,4949376.0,3.0,1387.0,4950215.0,3.0,278701.0,886.0,10.0,3873.0,3291.0,0.0,2794056.0,0.0,23.0,26968.0,0.0,2.0,221495.0,109.0,0.0,0.0,24.0,759.0
